SMILES,Inhibition_A,Inhibition_B,Inhibition Mean
CCOC1=CC=CC=C1N(CC(=O)NC2=CC=CC=C2C(=O)OCC)S(=O)(=O)C,5.8064,6.23739,6.021895000000001
CC(=O)N(C1=CC=CC=C1F)C2=NCCCS2,5.31688,5.45108,5.38398
CC(C)C1=C(C(=NO1)C(=O)N(C)C2CCCCC2)[N+](=O)[O-],9.27508,6.40447,7.839775
CC1=CC=C(C=C1)CCNCC2=C(N(C(=C2C(=O)O)C)C3=CC=CC=C3)C,-5.59501,-7.12589,-6.36045
COC1=CC=C(C=C1)COC2=C(SC=C2)C(=O)NC3=CC(=C(C=C3)Cl)Cl,1.67545,0.285957,0.9807035
CC1=CC(=NC2=NC(=NN12)C(=O)OCC(=O)NCC3=CC=C(C=C3)Cl)C,4.42415,6.45035,5.437250000000001
COC1=CC=C(C=C1)/C=C(\C(=O)NCC2=CC=CO2)/NC(=O)C3=CC=CC=C3,-0.510886,0.661521,0.0753175
C1=CC2=NC(=CN2C=C1)CNS(=O)(=O)C3=CC=CS3,1.42812,1.26776,1.34794
CCCOC(=O)NC1=CC=C(C=C1)C(=O)N,2.67556,3.6084,3.14198
CN1C(=O)C(C(=O)N(C1=O)C)(CCC2=CC=CC=N2)CCC3=CC=CC=N3,-3.19786,-11.5987,-7.39828
CCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=C(C=CC=N3)C)O,26.2914,34.3603,30.325850000000003
CCC1=CC=C(C=C1)NC(=O)CSC2=NC(=CC(=O)N2C3CCCC3)O,0.794234,1.9752,1.384717
COCCCN1C(=O)C2=C(C=CS2)N3C1=NN=C3CCCC(=O)NCC4=CC=C(C=C4)OC,4.02821,5.50877,4.76849
COC1=CC(=C(C=C1)OC)NC(=O)NCC2=CN=CC=C2,-2.60099,-3.47685,-3.03892
CC1=C(SC2=C1C(=O)/C(=C\NC3=CC=NC=C3)/S(=O)(=O)N2C)C,5.15554,1.59047,3.373005
CC(C1=CC=CC=C1)NC(=O)C2CCN(CC2)S(=O)(=O)N3CCC4(CC3)OCCO4,-0.886988,-1.00523,-0.946109
COC1=C(C=C(C=C1)NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F)Cl,-0.433013,2.93027,1.2486285
CN(C)C(CNC(=O)C1=CC(=CC=C1)S(=O)(=O)N2CCC3=CC=CC=C32)C4=CC=C(C=C4)OC,-5.05493,-7.81083,-6.43288
CN1C2=CC=CC=C2N=C1C3=CC=C(C=C3)N,-11.5091,-1.08126,-6.29518
C1CC(OC1)CNS(=O)(=O)C2=CC=CC(=C2)C(F)(F)F,1.14223,-1.16785,-0.0128099999999999
CCOC1=CC=C(C=C1)CN2CCN(CC2CCO)CC3=CC=CN3C4=NC=CS4,1.00506,-0.450941,0.2770595
C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(=O)N=NC3=C(NC4=CC=CC=C43)O,2.56392,1.04708,1.8055
C1=CC=C(C(=C1)C(=O)N)SCC(=O)NCC2=CC=CO2,-0.688855,-3.17845,-1.9336525
C1=CC=C(C=C1)C(C2=CC=NC=C2)NC3=CC=CC=C3,-6.34077,-6.52789,-6.43433
CN1C(=NN=C1SCC(=O)NC2=CC(=C(C=C2)OC)Cl)CN3CCOCC3,-2.02317,-2.46584,-2.244505
CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CN2CCCC2,1.29669,3.80162,2.549155
C1(C(C(C(C(C1O)O)O)O)O)O,3.0497,1.65179,2.350745
CC1=CC(=O)OC2=C1C=CC(=C2)OCC3=CC=C(C=C3)C(=O)OCC(=O)NC4=CC=CC=C4OC(F)F,9.92136,9.73964,9.8305
CC1=CC2=C(C(C(=C(O2)N)C(=O)OC)C3=CC(=C(C=C3)OC)OC)C(=O)N1CC4=CN=CC=C4,-2.82525,1.31329,-0.75598
CC1=CC2=C(C=C1C)N(C=N2)N=CC3=C(C=CC(=C3)Br)O,-6.99774,-9.50867,-8.253205000000001
CC1C(=O)N2C3C(COC4=C3C=C(C=C4)Cl)C([C@@]2(C(=O)N1)C)C5=CC=CC=C5,4.82559,7.2648,6.045195
CC(=NNC(=S)N)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,6.12709,7.54644,6.836765
CC(C)(CNC(=O)C(CCSC)NC(=O)C1=CC=CC=C1Br)N2CCOCC2,2.46595,4.08243,3.27419
C1=CC(=CC=C1C(=O)NCCS(=O)(=O)C2=CC=C(C=C2)Br)F,1.44e-14,-0.74736,-0.3736799999999928
C1COCCN1C(=O)C2=CC(=C(C=C2C(=O)O)Cl)Cl,-0.0921305,4.20672,2.05729475
CC(C)(C)OC(=O)NCCC1=NN=C(O1)SCC(=O)C2=CC=C(C=C2)Cl,8.33821,5.48999,6.9141
CC(C)NC(=O)C1=CC=C(O1)COC2=C(C=CC(=C2)Cl)Cl,10.6609,11.0223,10.8416
CC1=CC(=C(C=C1)N2N=C(C(=N2)C(=O)O)C)C,8.34637,9.41551,8.880939999999999
COC1=CC=CC=C1OC(=O)CCC2=NC3=CC=CC=C3S2,-0.223535,-0.829122,-0.5263285
COC1=CC(=C(C=C1)OC)C=NNC(=O)C2=NNC(=O)C=C2,0.00780031,-2.00864,-1.000419845
CN1C(=C(C(=O)N(C1=O)C)C(=O)COC(=O)CCC2CCCC2)N,1.72293,1.35543,1.53918
CCNC(=O)C1=C(NC(=C1C)C(=O)OCC)C,2.19912,0.240753,1.2199365000000002
CCOC1=C(C=C(C=C1)CCNC(=O)COC(=O)/C=C/C2=CC=CC=C2OC)OCC,5.10443,3.35343,4.22893
C=CCN1C(=O)C(C(=O)NC1=O)(CCC2=CC=NC=C2)CCC3=CC=NC=C3,2.30002,1.62035,1.960185
CCOC1=CC=C(C=C1)NC(=O)CCC(=O)C2=CC=C(C=C2)Br,2.37151,4.12041,3.24596
C1=CC=C(C(=C1)C(=O)NC2=CC(=O)NC3=NC=NN23)F,2.80661,5.32508,4.065845
CC(C)C(=O)NN=C(C)/C=C/C1=CC=CC=C1F,8.09094,-1.25133,3.419805
C1CCN(CC1)C(=S)C2=CC=C(C=C2)N3CCCC3,17.8617,15.8632,16.86245
CCC(=O)C1=CC=C(C=C1)OCC(=O)N(CC)CC(=O)NC2=CC=CC=C2OC,-0.426328,-1.34273,-0.884529
CC1=CC=C(C=C1)S(=O)(=O)NCCN=C(CN2CCOCC2)NS(=O)(=O)C3=CC=C(C=C3)C,8.54283,3.87712,6.209975
CC1=CC=C(C=C1)CNC(=O)CN2C(=O)CSC3=C2C=C(C=C3)S(=O)(=O)N4CCCCC4,3.22708,5.55345,4.390264999999999
C1=CC2=C(C=CC=N2)C(=C1)NC(=O)C3=CC=C(C=C3)N,4.3883,3.58648,3.98739
C1CC(CN(C1)S(=O)(=O)C2=CC=CC(=C2)C(F)(F)F)C(=O)NCC3CCCO3,0.682996,0.50567,0.594333
CC1(CC2=C(C(C(=C(N2C3=CC=C(C=C3)OC)N)C#N)C4=CN=CC=C4)C(=O)C1)C,-1.03919,-2.00111,-1.52015
CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)CN3CCN(CC3)C(=O)C,0.0354736,4.02706,2.0312668
CCCN=C1NC(=O)C(S1)CC(=O)NCCC2=CC(=C(C=C2)OC)OC,9.92788,5.97705,7.952465
CCCCN1C2C(NC(=O)N2)NC1=O,0.0683839,-4.0957,-2.01365805
CC1=C(C=C(C=C1OC)C(=O)N2CCCN(CC2)C)OC.[Cl-],1.64907,-1.44974,0.099665
CC1=CC(=C(N1C2CC2)C)C(=O)O,1.14195,1.45134,1.296645
C1CN(CCN1C2=CC=C(C=C2)F)C(=O)CCC(=O)C3=CC=C(C=C3)F,3.85406,2.13591,2.994985
CC1=CC=C(C=C1)N=NC2=C(C=C(C=C2)C)NC(=O)NC3=CC=CC=C3F,-0.635314,1.17354,0.269113
CCC1=NN2C(=N)/C(=C\C3=CC=CN3C4=CC(=CC=C4)Cl)/C(=O)N=C2S1,71.6818,80.237,75.95939999999999
C1=CC=C2C(=C1)N=C(S2)SCC(=O)NCC3=C(C=CC(=C3)[N+](=O)[O-])O,9.27046,7.39319,8.331825
CC1(CC1(Cl)Cl)C(=O)OCC(=O)NC2=CC=C(C=C2)C(C)(C)C,-8.53588,-9.03361,-8.784745000000001
C1CCN(CC1)C(=O)CCNC(=O)CN2C=CC3=CC=CC=C3C2=O,0.115571,2.02526,1.0704155
CC1=CC=CC=C1OC2C(N(C2=O)CC3=CC=C(C=C3)F)C4=CC(=C(C(=C4)OC)OC)OC,3.71558,3.82675,3.771165
C1CCCC(CC1)N2CC(CC2=O)C(=O)NCC3CCCO3,5.28687,4.53093,4.9089
CCN1CCN(CC1)CC2=NN=C(O2)C3=CC=CC=C3,4.28401,-0.459681,1.9121645000000005
CC(C)(C)C(=O)NC1=CC=C(C=C1)C2=CN3C=CC=NC3=N2,1.86966,3.22753,2.548595
COC(=O)C1=C(N=CC=C1)N2C(=O)C3=C(N=CC=C3)N(C2=O)CC4=CC=C(C=C4)[N+](=O)[O-],3.9757,3.13304,3.55437
C1CN(CCN1CC(=O)NC2=C(C=CS2)C#N)C3=CC=CC=C3O,6.9817,6.57132,6.77651
CC(=NNC(=O)CNC(=O)COC1=CC=CC=C1)C2=C(C=C(C=C2)OC)OC,2.17807,4.28548,3.231775
C1COCCN1S(=O)(=O)C2=CC=C(C=C2)N=NC3=C(NC(=S)NC3=O)O,3.65715,5.18251,4.41983
COCCN1C(=O)C2=CC=CC=C2N=C1SCC3=CC=C(C=C3)F,4.89476,0.0666445,2.48070225
CCCCN(CC)CCNC(=O)C1C2C3=CC=CC=C3CCN2C(=O)C4=CC(=C(C=C14)OC)OC,3.46688,1.62123,2.544055
CC1=C(C(=CC=C1)N2CCN(CC2)C(=O)C3CCN(CC3)S(=O)(=O)C4=C(ON=C4C)C)C,-2.56652,1.99194,-0.28729
C=CCNC(=O)C1CCCN(C1)S(=O)(=O)C2=CC=C(C=C2)N3C=NN=N3,-1.73357,8.80179,3.53411
C1CC(N(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)N4CCN(CC4)C5=CC=C(C=C5)F,3.76837,5.75528,4.761825
C1=COC(=C1)CNC(=O)COC(=O)CSC2=CC=C(C=C2)F,-1.14595,3.81896,1.336505
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N(C)CC(=O)NC2=CC=CC=C2N3CCOCC3,4.61601,2.27544,3.4457250000000004
COC1=CC=CC=C1NC(=O)N2CCCC2,3.406,3.24293,3.324465
CN1C(=O)CSC2=C1C=C(C=C2)NC(=O)N3CCN(CC3)C4=CC=CC=N4,-0.766871,-4.3519,-2.5593855
CC1=CC(=NN1C2=NC3=CC=CC=C3N=C2N4CCN(CC4)S(=O)(=O)C5=CC=C(C=C5)OC)C,13.5372,13.0635,13.30035
CCN1C(=NN=C1SCC(=O)N2CCN(CC2)C3=CC=CC=C3)C4=CC=NC=C4,-0.901675,4.07811,1.5882174999999998
COC1=NC=C(C=C1)NC(=O)NC2=CC=C(C=C2)OCC3=CC=CC=C3,-1.58126,-0.106662,-0.8439610000000001
CC(C(=O)OC)OC1=CC2=C(C(=CC(=O)O2)C3=CC=CC=C3)C(=C1)OC(C)C(=O)OC,3.43731,-0.396886,1.520212
CN(C)C1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3O,-12.4173,-7.10851,-9.762905
C1=CC(=CC(=C1)Cl)C(=O)NNC(=S)NC2=CC=CC(=C2)C(F)(F)F,63.8173,62.3628,63.090050000000005
CCOC1=C(C(=CC(=N1)C)C)S(=O)(=O)C2=CC=C(C=C2)Cl,5.59879,3.29728,4.448035
CN=C1N(C(=O)/C(=C\C2=CN(C3=CC=CC=C32)CC(=O)OC)/S1)C,-0.715809,2.17619,0.7301905
CCOC(=O)C1=C(NC(=C(C1C(=O)OCC(=O)N2CCCCC2C)C(=O)OCC)C)C,6.76353,-7.67597,-0.45622
CCOC(=O)C1=C(ON=C1C2=C(C=C(C=N2)C(F)(F)F)Cl)C,-0.803386,-0.503981,-0.6536835000000001
C1C[C@H](N(C1)C(=O)C2=CC=CS2)C(=O)N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)C#N,2.51241,2.37802,2.445215
CC1=CC=C(C=C1)S(=NC(=O)NC(=O)C2=C(C=CC=C2Cl)Cl)(=O)C,2.83511,5.2127,4.023905
CC1=CC(=C(C=C1)C)OCCNC(=O)OC,3.34741,5.31416,4.3307850000000006
CC1=CC(=CC=C1)C(=O)N(CCOC)CC2=C(N=C3C=C4C(=CC3=C2)OCO4)Cl,-0.133354,0.85981,0.363228
CC(=O)C1=C(C(=O)N(C1C2=CC=C(C=C2)Br)CCCN3C=CN=C3)O,0.595983,9.21255,4.9042665
COC1=CC=CC=C1NS(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=NC4=CC=CC=C4C=C3,0.412483,6.14728,3.2798815
CN(CC1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC=CC=C2SCC(=O)N3CCCC3,3.56276,1.93023,2.746495
CCN1CCN(CC1)C2=NC(=NC3=CC=CC=C32)C4=CC=CS4,3.84074,7.67678,5.75876
CC1=NC2=CC=CC=C2C=C1OCC3=CC=CC=C3,23.5717,24.4517,24.0117
CC(C)(C)C(=O)NC(C1=CC=C(C=C1)OC)NC(=O)C(C)(C)C,-6.34958,-3.97516,-5.162369999999999
CCN1C2=C(C3=C(S2)COC(C3)(C)C)C(=N)N(C1=O)CC4=CC=CO4,3.83583,-0.00734053,1.914244735
C1=CC=C(C=C1)S(=O)(=O)/C(=C/C2=CC=C(O2)C3=CC(=C(C=C3)Cl)Cl)/C(=O)NCC4=CN=CC=C4,24.8685,24.3107,24.5896
COC1=CC(=C(C=C1NC(=O)C2=CC3=CC=CC=C3C=C2O)OC)Cl,-1.94535,-2.80299,-2.37417
CCN(CC(=O)NC1CCS(=O)(=O)C1)C2=C(C=C(C=C2)[N+](=O)[O-])C#N,8.35308,5.56491,6.958995
CCOC(=O)N1CCC(CC1)N(CCN(C)C)C(=S)NC2=CC=CC=C2OC,8.44454,4.88902,6.66678
CN(C)C1=CC2=C(C=C1)C(C(=C(O2)N)C#N)C3=CC(=CC=C3)F,-5.4569,-1.45575,-3.456325
COC(=O)C1=CC(=CC(=C1)NC(=O)C2=CC3=CC=CC=C3O2)C(=O)OC,5.87283,6.08103,5.97693
C1=CC(=CC=C1C2=NC(=C(C(=C2)C3=CC=NC=C3)C#N)N)F,7.56736,6.03429,6.800825
CN1CC(C2(C13C4=CC=CC=C4NC3=O)COC5=CC=CC=C5C2=O)C6=CC=C(C=C6)C#N,13.6535,21.6774,17.66545
CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NS(=O)(=O)C4=CC=C(C=C4)F)C,4.81697,2.31463,3.5658000000000003
C1=CC=C(C=C1)CNC(=O)C(C2=CC=CS2)N(CC3=CC=CS3)C(=O)C4=NC=CN=C4,6.21712,2.97398,4.59555
C1=CC=C(C=C1)NC(=S)NNC(=O)C2=CC(=NC3=CC=CC=C32)C4=CN=CC=C4,-9.77561,-9.41128,-9.593445
CCC1=CC=C(C=C1)NC(=O)CC2C(=O)N(C(=O)N2C3CC3)C4=CC=CC(=C4)C,-14.8564,-2.23371,-8.545055
CC1=NN=C(S1)NC(=O)C2CC(=O)N(C2)C(C)C3=CC=CC=C3,2.01138,4.7735,3.39244
COC1=CC(=C(C=C1)OC)N2C(=O)C3=C(C=C(C=C3)C(=O)N4CCCCC4)NC2=S,2.87336,0.934278,1.903819
C1CC(C(=O)OC(CNC(=O)C(CC=C1)CC(=O)NCCO)C2=CC=CC=C2)CC3=CC=C(C=C3)F,5.61263,5.64546,5.629045
COC1=CC=CC=C1C(=O)NC2=NN=C(S2)C3=CC=C(C=C3)F,5.70714,6.20907,5.958105
CCCCN1CCC2=C(C1=O)NC3=C(C=CC=C23)C,4.74399,1.94218,3.3430850000000003
CN(C)/C=C(\C=O)/C1=C(C=CC=C1Cl)Cl,9.16905,6.59936,7.884205
CCC1=CC=C(C=C1)C(=O)COC(=O)C2=NC=C(N=C2)C,7.30978,5.86966,6.58972
CC1=C(SC(=N1)NC(=O)CC(C)C)C2=CSC(=N2)NC3=CC=C(C=C3)Cl,-17.9684,-19.1157,-18.54205
C1=CC=C2C(=C1)N=C(S2)CCC(=O)NCCC3=CC=C(C=C3)S(=O)(=O)N,4.01079,3.88938,3.950085
CC1=NN(C(=C1C(CSC2=NC=CN2C)(C(F)(F)F)O)N)C3=CC=C(C=C3)Cl,8.03662,0.878368,4.457494
CCCSC1=NC2=C(C=NN2C3=CC=C(C=C3)F)C(=O)N1,1.30949,1.56204,1.435765
CC(=O)NC1=C(C=C2C(=C1Br)CC3=C2C=CC(=C3)[N+](=O)[O-])Br,7.07497,9.2152,8.145085
CC(C)(C)NC(=O)CN1N=C(N=N1)C2=CC=CC=C2NC(=O)C3=CC=CO3,3.18668,-1.59571,0.795485
COC1=CC=CC(=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,0.138808,-0.475836,-0.168514
C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)NC4=NC=CN=C4,-3.2011,-3.14416,-3.17263
CC1=CC=C(C=C1)CN2C(=C(C(=N2)C)NC(=O)CSC3=NC4=C(CCC5=CC=CC=C54)C(=N3)C(F)(F)F)C,8.49375,8.84416,8.668955
CN(CC(=O)NC1=CC=CC=C1Cl)CC(=O)NC2=C(C3=C(S2)CCC3)C(=O)N,2.89307,-0.934579,0.9792455
CC(C#CC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3O2)NC,8.9963,7.93956,8.467929999999999
CN(C1CC1)C(=O)C2=CC(=CC=C2)NC(=O)CC3=CC=C(C=C3)[N+](=O)[O-],5.28236,3.74805,4.515205
CC1=CC(=C2C3=C(C(=O)N(N=N3)C4=CC=CC5=CC=CC=C54)SC2=N1)COC,3.78391,2.36545,3.07468
C1OC2=C(O1)C=C(C=C2)NS(=O)(=O)/C=C/C3=CC=CC=C3,0.632111,-0.287747,0.172182
C1CC1N2C(=O)NN=C2SCC(=O)NC3=CC=C(C=C3)S(=O)(=O)N,1.58932,1.52131,1.555315
C1=CC=C2C(=C1)C(=O)N(C2=O)CN3C=C(N=N3)CCCCCCCCC(=O)O,18.7202,21.5127,20.11645
CCN(CC)C1=CC=C(C=C1)CNC2=NC3=CC=CC=C3N2C(C)C,-6.30779,-3.21389,-4.76084
CC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)C(=O)NC3=CC4=C(CCC4)C=C3,2.63197,6.29119,4.46158
CC(C)(C)OC(=O)CC(CC=C)C(=O)OCC(CC1=CNC2=CC=CC=C21)NC(=O)C(CC=C)CC(=O)NC(CC3=CC=CC=C3)CO,-2.23576,-3.13674,-2.68625
C1C[C@]2([C@H]3CC4=C5[C@@]2(CCN3CC6CC6)C([C@@H]1O)OC5=C(C=C4)O)O.[Cl-],-0.0591628,2.21774,1.0792886
CCOC(=O)C1=C(SC=C1C2=CC=C(C=C2)C)NC(=O)CCN3CC(OC(C3)C)C.C(=O)(C(=O)O)O,-4.86511,-3.93784,-4.401475
C1CN(CCN1CC2=CC=CC=C2)CC(=O)NCC3=CC=CC=C3Cl,6.42006,6.4964,6.45823
CCN(CC)C(=O)CSC1=NN=C2N1C3=C(C=C(C=C3)Cl)N=N2,3.47058,5.04576,4.25817
C1=CC=C(C=C1)C2=CC(=O)OC3=CC(=C(C=C23)Cl)OCC(=O)NCC4=CC=CC=N4,4.17954,3.79025,3.984895
CC1=CC=C(O1)C=C2C(=O)N(C(=NC3=CC=C(C=C3)OC)S2)CC(C)C,-6.80225,-0.213,-3.507625
C1CCN(CC1)C2=NC3=C(C(=O)N2)N(C=N3)CC4=CC=CC=C4,0.731886,1.20502,0.968453
CCS(=O)(=O)O.C1CC2CC(CC1N2CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl)O,-7.52492,-11.7799,-9.65241
CC1=CC(=C(C(=C1)Br)OCCCCNCC=C)Cl.C(=O)(C(=O)O)O,3.98759,1.30034,2.643965
C1=CC=C(C=C1)CCNC(=S)NC2=CC(=CC=C2)F,0.249633,0.550554,0.4000935
C1=CC=C(C=C1)NC(=O)/C(=C/C2=CN=CC=C2)/C#N,4.59203,3.46986,4.030945
CC1=NN=C(S1)SCC(=O)N2CC(=O)NC3=CC=CC=C32,4.47562,1.40124,2.9384300000000003
C1=CC=C(C=C1)CSC2=NN=C(S2)SCC(=O)NN=C/C=C\C3=CC=CO3,3.82514,4.6367,4.23092
CC1=CC2=C(C(=C(C(=O)O2)CC(=O)NCCCN(C)C)C)C3=C1C(=CO3)C(C)(C)C,-2.94688,-3.52501,-3.235945
CN(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC(=O)NC3=CC=CC=C32,-0.973511,-0.830638,-0.9020745
CC1C(=O)N(C2=CC=CC=C2N1C(=O)C3=CC=CC=C3)CC4=CC(=CC=C4)F,3.55977,3.9619,3.760835
CCOC1=CC=CC(=O)C2=C(N(C(=C12)C)CC(=O)C3=CC=CC=C3)C,-8.17388,-4.64903,-6.411455
COC1=CC(=C(C=C1)N2C(=O)C3=C(C=C(C=C3)C(=O)NCC4=CN=CC=C4)NC2=S)OC,-0.354282,0.152427,-0.1009274999999999
CC1C(=O)NC2=CC=CC=C2N1C(=O)C3=C(C=C(C=C3)F)F,-0.538615,-1.1391,-0.8388575
CC(C)CN(CC(C)C)S(=O)(=O)C1=CC(=CC(=C1OC)OC)/C=C/C(=O)O,7.13329,13.1349,10.134095
C1COC(=CO1)C(=O)OCC(=O)NC2=CC=CC=C2,5.90889,7.30295,6.60592
CCOC(=O)C1=C(OC2(C1(C(=O)C3=CC=CC=C32)O)O)C,-0.281778,1.08162,0.399921
CCCCOC(=O)C1C2CCC(C1C(=O)OCC)O2,1.24665,2.18571,1.71618
CC1=CC=CC=C1NC(=S)C2=NC3=CC=CC=C3C=C2,-10.9581,-1.26874,-6.11342
CC1CCN(CC1)CCCNC(=O)C2CCC(CC2)CNS(=O)(=O)C3=CC=CC=C3,1.88665,3.3432,2.614925
CCOC(=O)N1CCN(CC1)C(=O)C2=CC(=CC=C2)N3C(=O)NC4CC3(OC5=C4C=C(C=C5)Cl)C,0.980963,2.59084,1.7859015
CC1=CC(=CC(=C1)N2C3=C(C(=O)N(C=N3)CC=C)N=N2)C,-4.28067,11.3364,3.527865
CC1=CC(=C(C=C1)OC)NC(=O)CSC2=NN=C(N2N)C3=CC(=C(C=C3)OC)OC,2.30454,7.45867,4.881605
C1=CC=C(C=C1)C(=O)CC(C2=CC=C(C=C2)Cl)C(=O)O,5.63921,6.6378,6.138505
CC1=CC(=CC=C1)N2C(=O)CC(C2=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,3.89368,4.45986,4.176769999999999
C1C2CC3CC1CC(C2)(C3)NC(=O)C4=CC=C(C=C4)C#N,1.13093,2.86476,1.997845
CC1=CC=C(C=C1)N2C(=O)C=C(N=C2SCC(=O)N3CCCCC3)O,4.74212,1.16279,2.952455
CN1CCN(CC1)C(=O)CN(CC2=CC=C(C=C2)Cl)S(=O)(=O)C,4.78532,0.25098,2.51815
CC1=C(C=CC=C1Cl)N2CCN3C2=NC4=C3C(=O)N(C(=O)N4C)CC(=C)C,3.3887,-5.79763,-1.204465
CC(=O)C1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2)N3C=NC=N3)[N+](=O)[O-],-2.15071,-3.54356,-2.847135
CCN1C(=O)C2=C(CC(S2)C)N=C1SCC,8.89475,3.36671,6.13073
CC1=C(C=CC(=C1)Cl)OCC(=O)OCC(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-],6.94127,7.33984,7.140555
C1=CC=C(C=C1)CCN2C3=CC=CC=C3OC2=O,4.77921,1.23438,3.006795
C1=CC=C(C=C1)C2=C(C=NN2)C=NNC(=O)CNC(=O)C3=CC(=CC=C3)Br,-0.496025,0.460332,-0.0178464999999999
CC1=CC(=CC=C1)N2C(=O)CC(C2=O)N3CCN(CC3)CC4=CC=C(C=C4)Cl,0.0,1.68014,0.84007
CS(=O)(=O)N(CC(=O)NN=CC1=CC2=C(C=C1Br)OCO2)C3=CC=CC=C3Br,-2.96264,2.97218,0.0047699999999999
CC1=NC2=C(C3=NC4=CC=CC=C4N=C3N2CC5=CC6=C(C=C5)OCO6)C(=O)N1CCC(C)C,-0.485323,3.55626,1.5354685
CCN(CCNC(=O)NC1=CC=C(C=C1)Cl)C2=CC=CC=C2,-19.2902,-9.1918,-14.241
COC1=CC=C(C=C1)N2C(=C(C(=O)NC2=O)/C=C/3\C=NC4=CC=CC=C43)O,2.45902,3.12056,2.78979
C=CCN1C(=O)C2(CCCCC2)NC1=O,2.23037,4.86202,3.546195
CC1=CC=C(C=C1)NC2=CC(=C(N=C2[N+](=O)[O-])[N+](=O)[O-])OC,10.1914,7.24615,8.718775
CCOC(=O)N1CCC(CC1)NC(=O)C2=NOC(=C2)COC3=C(C=CC=C3C)C,1.12967,0.558017,0.8438435
COCCN1C2=C(C=C(C=C2)S(=O)(=O)C)SC1=NC(=O)C3=CC=CC=C3[N+](=O)[O-],-0.438091,-1.28577,-0.8619305
CC(=CCC/C(=C/COC1=C(C=C(C=C1OC)/C=C/CO)OC)/C)C,9.7586,11.4944,10.6265
CCN(CC)C(=O)CSC1=NC2=CC=CC=C2C(=O)N1C3=CC(=CC=C3)OC,4.84081,6.42443,5.63262
CCOC(=O)C1=C(N(N=N1)CC(=O)N2C(CC(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C(=O)OCC,4.46283,3.70397,4.0834
CCN1CCN(CC1)C(CNC(=O)C2=CC3=C(C=C2)OCO3)C4=CN=CC=C4,-4.48065,-11.3325,-7.906575
C1CC(=O)N(CC1C(=O)NCC2CCOCC2)CC3=CC(=CC=C3)C(F)(F)F,0.510164,2.9499,1.730032
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCC(CNCC3=CC=C(C=C3)OC)O.C(=O)(C(=O)O)O,-3.33157,-2.45857,-2.89507
COC(=O)C1=CN(C=C(C1C2=CC(=CC=C2)O)C(=O)OC)CC3=CC=CS3,1.73867,1.00973,1.3742
C=CCN1C(=O)[C@@H]2CC3=C(C(N2C1=S)C4=CC=C(C=C4)O)NC5=CC=CC=C35,9.3848,8.25286,8.81883
C1CN(CCN1CC2=CC=CC3=CC=CC=C32)C(=O)C4=CC=CO4.C(=O)(C(=O)O)O,7.1344,6.62794,6.88117
C1CCC(C1)(C2=CC=CC=C2)C(=O)NCCC3=CC=CC=C3,15.1072,18.7563,16.93175
C=CCC(CC1=CC=C(C=C1)F)C(=O)OCC(C2=CC=CC=C2)NC(=O)C(CC=C)CC(=O)NCCO,8.22514,11.0178,9.62147
COC(=O)C1=CC=C(C=C1)OCC(=O)NC2=NN(N=C2C(=O)N)C3=CC=CC=C3,0.653883,0.331733,0.492808
CSC1=CC=C(C=C1)C2C3=CC4=C(C=C3OC(=C2C#N)N)OCO4,-5.74335,-7.01427,-6.37881
CC1(CC2=C(CO1)C(=S)SC(=C2C#N)N)C,3.84525,1.43234,2.638795
CC1=CC2=C(C=C1)N(C3=C2N=CN=C3N4CCC5=CC=CC=C5C4)C,4.24208,1.92511,3.083595
CC(C)CC(CO)N1CCN(CCC1=O)CCC2=CC=CC=C2,-1.56837,7.72541,3.07852
CN(CC1=CC=C(C=C1)SC)C(=O)C2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=C3,0.283845,1.14483,0.7143375000000001
